Gender,GRE_V,GRE_Q,GRE_AW,Score,Label
1,0.42500000000000027,0.3500000000000001,0.4545454545454545,0.49716652801828304,0
1,0.40000000000000036,0.25,0.5454545454545454,0.42329071834969434,0
1,0.5500000000000003,0.7999999999999998,0.36363636363636365,0.7172676661781461,1
1,0.6000000000000001,0.75,0.4545454545454545,0.7213556350964757,1
0,0.5500000000000003,0.5,0.3333333333333333,0.5145086920547426,1
1,0.625,0.6000000000000001,0.7272727272727273,0.7016602239394251,1
0,0.15000000000000036,0.40000000000000036,0.1111111111111111,0.2972534280265237,0
0,0.6000000000000001,0.75,0.44444444444444436,0.6502934262639151,1
1,0.30000000000000027,0.6000000000000001,0.36363636363636365,0.5148997147199705,1
0,0.17500000000000027,0.5,0.44444444444444436,0.3897657137380487,0
0,0.5750000000000002,0.42500000000000027,0.44444444444444436,0.4226445554018433,0
0,0.7750000000000004,0.8500000000000005,0.5555555555555556,0.7665982399623071,1
0,0.15000000000000036,0.30000000000000027,0.22222222222222227,0.27132844023351477,0
0,0.5250000000000004,0.6500000000000004,0.3333333333333333,0.5919486178786734,1
0,0.7000000000000002,0.75,0.8888888888888888,0.7794598658374348,1
1,0.42500000000000027,0.75,0.4545454545454545,0.6334443095831781,1
0,0.40000000000000036,0.40000000000000036,0.3333333333333333,0.3792268865799431,0
1,0.6750000000000003,0.5250000000000004,0.6363636363636364,0.6097439457455333,1
0,0.30000000000000027,0.25,0.3333333333333333,0.3397094045382859,0
1,0.7750000000000004,0.7000000000000002,0.5454545454545454,0.7299634588424261,1
0,0.75,0.6000000000000001,0.6666666666666667,0.6474587193975035,1
0,0.6500000000000004,0.5500000000000003,0.6666666666666667,0.5389906610983946,1
0,0.6000000000000001,0.5,0.5555555555555556,0.5606273241807649,1
0,0.6500000000000004,0.5,0.44444444444444436,0.5104560745354648,1
0,0.4500000000000002,0.30000000000000027,0.3333333333333333,0.37708181775394406,0
0,0.40000000000000036,0.4750000000000001,0.3333333333333333,0.39660539333076944,0
1,0.6000000000000001,0.4500000000000002,0.6363636363636364,0.5857606978356455,1
0,0.30000000000000027,0.5,0.1111111111111111,0.361559113807823,0
0,0.5500000000000003,0.625,0.7777777777777779,0.6728127723785641,1
0,0.6500000000000004,0.6750000000000003,0.3333333333333333,0.5801014627510919,1
0,0.3500000000000001,0.5,0.3333333333333333,0.41882492495451557,0
1,0.8250000000000002,0.5,0.6363636363636364,0.6505797875515025,1
1,0.8250000000000002,1.0,0.7272727272727273,0.8839559016580925,1
0,0.6750000000000003,0.9000000000000004,0.7777777777777779,0.7982828891916407,1
0,0.25,0.40000000000000036,0.3333333333333333,0.37593749107401875,0
1,0.30000000000000027,0.5750000000000002,0.36363636363636365,0.5190678226465193,1
1,0.0,0.30000000000000027,0.4545454545454545,0.3672959286791096,0
1,0.30000000000000027,0.6000000000000001,0.5454545454545454,0.5807952319770798,1
0,0.7000000000000002,0.6750000000000003,0.6666666666666667,0.6301411907096752,1
0,0.25,0.40000000000000036,0.22222222222222227,0.36062314901542514,0
0,0.25,0.4500000000000002,0.44444444444444436,0.4606380574196227,0
0,0.7000000000000002,0.3500000000000001,0.7777777777777779,0.555743948468763,1
1,0.4500000000000002,0.8500000000000005,0.2727272727272727,0.6977067645637938,1
