Gender,GRE_V,GRE_Q,GRE_AW,Score,Label
0,148.0,144.0,3.0,-1.6765695714683757,0
1,153.0,161.99999999999997,4.0,-2.8505411287675897,0
0,151.0,156.0,3.4999999999999996,-2.8146344125069866,0
1,156.0,168.0,2.9999999999999996,0.30835536694223575,0
1,154.0,159.0,4.0,4.9186437550512565,1
0,148.0,150.0,4.0,0.7148298747928041,1
1,152.0,170.0,4.0,0.7893452746179065,1
0,148.0,154.0,4.0,1.5569828357941327,1
0,159.0,152.0,5.000000000000001,1.617637896615911,1
1,137.0,170.0,2.5,-0.39831579298781006,0
1,148.0,147.0,2.9999999999999996,0.041196671018827624,0
1,144.0,130.0,2.5,1.3158538891500347,1
0,159.0,156.0,5.000000000000001,1.1782001852567072,1
0,152.0,147.0,4.5,-1.7856336045864551,0
0,152.0,147.0,5.5,0.3276375061570614,0
0,160.0,154.0,4.5,0.8471249518771383,1
1,148.0,154.0,3.5,4.02657805238515,1
1,163.0,144.0,4.5,0.4718396162684636,0
1,160.0,156.0,4.5,-0.8424484567771728,0
0,160.0,160.0,5.000000000000001,-0.41749268360459757,0
0,147.0,156.0,3.4999999999999996,-1.2814014859769118,0
1,151.0,166.0,2.9999999999999996,-2.462174008245864,0
0,146.0,139.0,4.0,-0.041725599953097825,0
1,143.0,152.0,2.5,2.6956025598026123,1
1,152.0,157.0,2.9999999999999996,0.41189011417153726,0
0,158.0,157.0,4.0,3.4775599626194227,1
1,142.0,148.0,2.5,-0.3995350407910282,0
0,137.0,150.0,3.4999999999999996,0.6917889672538721,1
1,140.0,156.0,3.5,-2.1365251882853546,0
0,150.0,164.0,4.0,3.474563754402603,1
1,144.0,160.0,3.5,1.4329714143478847,1
1,148.0,142.0,2.9999999999999996,6.989285061857487,1
1,136.0,154.0,2.0,-1.001118366203804,0
1,166.0,165.0,3.5,0.7849887539517912,1
1,163.0,170.0,4.5,0.13396576927262493,0
0,153.0,146.0,4.0,2.310408205455903,1
0,140.0,146.0,2.0,1.6496966598183773,1
0,148.0,142.0,3.0,2.235553337319466,1
0,145.0,158.0,3.0,-1.0985208683444472,0
1,148.0,160.0,2.9999999999999996,1.3777139915728491,1
1,150.0,159.0,4.0,-2.905819138929154,0
0,158.0,156.0,4.0,-1.1981492640513205,0
1,144.0,166.99999999999997,2.9999999999999996,2.7436199330497386,1
1,158.0,168.0,3.5,1.3164448408422738,1
1,155.0,150.0,4.5,-2.555433293168182,0
0,166.0,168.0,4.5,1.0231489783474257,1
0,145.0,158.0,4.0,0.5729555662187938,1
1,142.0,156.0,2.9999999999999996,-1.0604291108890076,0
1,159.0,148.0,4.5,2.866015803150712,1
1,146.0,150.0,4.0,0.788744104626212,1
1,153.0,164.0,3.5,1.0903458564328619,1
0,140.0,150.0,2.5000000000000004,-0.05235952544596828,0
0,150.0,156.0,3.4999999999999996,-1.8653935491937252,0
0,140.0,132.0,3.0,-1.8474147290944396,0
0,152.0,154.0,4.0,2.8202035865844213,1
1,150.0,161.99999999999997,2.5,-2.624639113936033,0
0,156.0,163.0,3.4999999999999996,-1.0193173530236557,0
0,163.0,154.0,3.0,1.8921874509280978,1
0,150.0,166.0,3.0,-3.215709481565145,0
1,150.0,156.0,3.5,-0.21277408428316402,0
1,149.0,152.0,2.9999999999999996,0.5115364074750967,1
0,147.0,141.0,3.0,2.2742369237096485,1
1,161.99999999999997,160.0,4.5,4.093440301086833,1
1,155.0,154.0,4.5,3.9613719041877236,1
1,148.0,161.99999999999997,2.5,-0.057066695619997665,0
1,146.0,148.0,4.5,-1.4496230505811594,0
1,149.0,163.0,3.5,-0.8586179543264363,0
0,150.0,152.0,4.0,1.215519967340208,1
1,158.0,154.0,4.5,1.2047333361662624,1
0,161.99999999999997,145.0,5.000000000000001,-1.161345981097175,0
0,150.0,170.0,2.5000000000000004,-0.7684145940435338,0
0,158.0,140.0,3.4999999999999996,0.8307249729129331,1
1,169.0,150.0,4.0,0.9007601628342308,1
0,149.0,151.0,3.0,1.6558072399224306,1
0,148.0,145.0,3.0,0.48789123560193587,0
1,151.0,160.0,2.0,-2.3758891478809128,0
1,151.0,166.0,3.5,2.8153746691996218,1
1,151.0,153.0,3.5,-2.8615279473717297,0
0,150.0,169.0,4.5,1.8539270533847316,1
0,164.0,161.99999999999997,5.000000000000001,-1.0004374156870404,0
1,160.0,148.0,3.5,3.214474307078612,1
1,146.0,146.0,2.9999999999999996,0.3193046283298806,0
0,157.0,166.0,5.000000000000001,-1.2987242736934677,0
1,148.0,161.0,4.0,4.025825471570496,1
0,152.0,168.0,4.0,-0.9516562799186936,0
1,170.0,163.0,4.0,1.8963844028445451,1
1,158.0,149.0,4.5,1.0206707093509644,1
0,150.0,150.0,4.0,1.759909280810368,1
0,146.0,146.0,3.4999999999999996,-0.9959195201293327,0
0,144.0,147.0,3.4999999999999996,1.5170388099021836,1
1,130.0,161.0,2.5,2.29421725418446,1
1,165.0,161.0,3.5,2.2302139438956012,1
1,154.0,152.0,4.0,0.11470220044506907,0
1,148.0,164.0,2.0,-2.361301288554184,0
1,158.0,168.0,3.5,1.2619229032688302,1
0,150.0,152.0,3.0,2.0882111537021206,1
1,146.0,140.0,3.5,-1.2901950901389045,0
1,154.0,156.0,4.5,-0.027750937702981315,0
0,141.0,134.0,3.0,-2.7628685881519144,0
0,140.0,159.0,2.5000000000000004,-2.8485909463797316,0
0,144.0,136.0,3.0,-0.6039275557368029,0
1,130.0,152.0,2.0,0.4377908182639326,0
0,150.0,161.99999999999997,3.4999999999999996,1.9241145089009333,1
0,157.0,156.0,4.5,0.7407976982072544,1
1,157.0,153.0,2.9999999999999996,-0.9971121643365883,0
1,140.0,140.0,3.5,3.5104108682636896,1
1,140.0,154.0,1.4999999999999998,-0.6045925208944318,0
1,160.0,150.0,5.0,1.2972918130150175,1
1,144.0,148.0,2.9999999999999996,2.3722963719356933,1
0,161.99999999999997,157.0,4.0,3.73992573195897,1
0,140.0,142.0,3.0,-0.3225036954296266,0
1,130.0,150.0,1.0,0.6369268303464056,1
0,154.0,144.0,5.000000000000001,-1.8447623541722014,0
0,146.0,149.0,4.0,1.8407278545041188,1
1,152.0,153.0,2.9999999999999996,1.0970293486647842,1
0,150.0,143.0,2.5000000000000004,1.1443362891746087,1
0,142.0,146.0,3.0,1.5687760499970493,1
1,154.0,170.0,4.5,-0.8417239034877948,0
1,144.0,156.0,2.9999999999999996,-0.3188610700145059,0
0,164.0,152.0,4.0,-1.736873740936968,0
0,146.0,144.0,3.4999999999999996,2.2688069241319293,1
0,148.0,147.0,3.4999999999999996,3.265330596489053,1
0,145.0,154.0,3.4999999999999996,2.005826185617191,1
1,142.0,140.0,3.5,2.80712842038259,1
0,154.0,150.0,4.0,3.8697879017583183,1
0,164.0,151.0,5.5,4.210179508282666,1
0,138.0,142.0,2.0,0.862435685182452,1
0,144.0,150.0,3.0,1.8783963758565325,1
1,146.0,148.0,4.0,-1.3990004415405202,0
0,157.0,170.0,4.0,2.4475451050124586,1
1,151.0,158.0,4.0,-3.0176123615009813,0
0,146.0,158.0,4.0,1.5913876814677526,1
1,150.0,144.0,4.5,-2.2810051195463834,0
1,152.0,150.0,3.5,0.7779115430060166,1
0,152.0,146.0,5.000000000000001,-1.196151833450008,0
0,156.0,150.0,4.0,1.6798101696785237,1
1,152.0,161.99999999999997,4.0,5.326932177102798,1
0,150.0,130.0,4.5,-0.057560639632965926,0
0,161.99999999999997,150.0,4.5,2.08948947405921,1
1,138.0,133.0,2.5,-0.022194314314572722,0
0,156.0,160.0,5.000000000000001,1.105885660871012,1
1,138.0,161.99999999999997,2.5,2.2357258018721584,1
0,142.0,150.0,4.0,-1.125523346305545,0
0,155.0,140.0,4.5,-2.3016721103504927,0
0,147.0,147.0,2.5000000000000004,1.839276149570332,1
0,158.0,152.0,4.5,-3.381868517323997,0
0,161.99999999999997,152.0,4.5,-1.3794257508905832,0
