Gender,GRE_V,GRE_Q,GRE_AW,Score,Label
0,148.0,144.0,3.0,0.29666666666666675,0
1,153.0,161.99999999999997,4.0,0.7622727272727273,1
0,151.0,156.0,3.4999999999999996,0.4538888888888891,0
1,156.0,168.0,2.9999999999999996,0.8009090909090911,1
1,154.0,159.0,4.0,0.7372727272727274,1
0,148.0,150.0,4.0,0.40111111111111114,0
1,152.0,170.0,4.0,0.8372727272727274,1
0,148.0,154.0,4.0,0.4411111111111112,0
0,159.0,152.0,5.000000000000001,0.5205555555555557,1
1,137.0,170.0,2.5,0.7077272727272729,1
1,148.0,147.0,2.9999999999999996,0.5509090909090911,1
1,144.0,130.0,2.5,0.34272727272727277,0
0,159.0,156.0,5.000000000000001,0.5605555555555558,1
0,152.0,147.0,4.5,0.41333333333333355,0
0,152.0,147.0,5.5,0.45777777777777795,0
0,160.0,154.0,4.5,0.5233333333333334,1
1,148.0,154.0,3.5,0.6390909090909092,1
1,163.0,144.0,4.5,0.6504545454545456,1
1,160.0,156.0,4.5,0.7554545454545457,1
0,160.0,160.0,5.000000000000001,0.6055555555555556,1
0,147.0,156.0,3.4999999999999996,0.4338888888888891,0
1,151.0,166.0,2.9999999999999996,0.7559090909090912,1
0,146.0,139.0,4.0,0.2811111111111112,0
1,143.0,152.0,2.5,0.557727272727273,1
1,152.0,157.0,2.9999999999999996,0.6709090909090911,1
0,158.0,157.0,4.0,0.5211111111111113,1
1,142.0,148.0,2.5,0.5127272727272729,1
0,137.0,150.0,3.4999999999999996,0.32388888888888895,0
1,140.0,156.0,3.5,0.6190909090909094,1
0,150.0,164.0,4.0,0.5511111111111114,1
1,144.0,160.0,3.5,0.6790909090909092,1
1,148.0,142.0,2.9999999999999996,0.5009090909090911,1
1,136.0,154.0,2.0,0.5245454545454546,1
1,166.0,165.0,3.5,0.8390909090909093,1
1,163.0,170.0,4.5,0.9104545454545456,1
0,153.0,146.0,4.0,0.3861111111111113,0
0,140.0,146.0,2.0,0.23222222222222236,0
0,148.0,142.0,3.0,0.2766666666666668,0
0,145.0,158.0,3.0,0.42166666666666675,0
1,148.0,160.0,2.9999999999999996,0.680909090909091,1
1,150.0,159.0,4.0,0.7172727272727274,1
0,158.0,156.0,4.0,0.5111111111111114,1
1,144.0,166.99999999999997,2.9999999999999996,0.7309090909090908,1
1,158.0,168.0,3.5,0.8290909090909093,1
1,155.0,150.0,4.5,0.6704545454545455,1
0,166.0,168.0,4.5,0.6933333333333336,1
0,145.0,158.0,4.0,0.4661111111111112,0
1,142.0,156.0,2.9999999999999996,0.6109090909090912,1
1,159.0,148.0,4.5,0.6704545454545456,1
1,146.0,150.0,4.0,0.6072727272727274,1
1,153.0,164.0,3.5,0.7640909090909094,1
0,140.0,150.0,2.5000000000000004,0.29444444444444445,0
0,150.0,156.0,3.4999999999999996,0.4488888888888891,0
0,140.0,132.0,3.0,0.13666666666666677,0
0,152.0,154.0,4.0,0.4611111111111112,0
1,150.0,161.99999999999997,2.5,0.6927272727272727,1
0,156.0,163.0,3.4999999999999996,0.5488888888888891,1
0,163.0,154.0,3.0,0.47166666666666673,0
0,150.0,166.0,3.0,0.5266666666666668,1
1,150.0,156.0,3.5,0.6690909090909094,1
1,149.0,152.0,2.9999999999999996,0.6059090909090911,1
0,147.0,141.0,3.0,0.2616666666666669,0
1,161.99999999999997,160.0,4.5,0.8054545454545455,1
1,155.0,154.0,4.5,0.7104545454545456,1
1,148.0,161.99999999999997,2.5,0.6827272727272727,1
1,146.0,148.0,4.5,0.6054545454545457,1
1,149.0,163.0,3.5,0.7340909090909092,1
0,150.0,152.0,4.0,0.4311111111111112,0
1,158.0,154.0,4.5,0.7254545454545456,1
0,161.99999999999997,145.0,5.000000000000001,0.4655555555555556,0
0,150.0,170.0,2.5000000000000004,0.5444444444444445,1
0,158.0,140.0,3.4999999999999996,0.3288888888888889,0
1,169.0,150.0,4.0,0.7222727272727275,1
0,149.0,151.0,3.0,0.3716666666666668,0
0,148.0,145.0,3.0,0.3066666666666667,0
1,151.0,160.0,2.0,0.6595454545454548,1
1,151.0,166.0,3.5,0.7740909090909094,1
1,151.0,153.0,3.5,0.6440909090909093,1
0,150.0,169.0,4.5,0.6233333333333335,1
0,164.0,161.99999999999997,5.000000000000001,0.6455555555555557,1
1,160.0,148.0,3.5,0.6390909090909093,1
1,146.0,146.0,2.9999999999999996,0.5309090909090911,1
0,157.0,166.0,5.000000000000001,0.6505555555555558,1
