Gender,GRE_V,GRE_Q,GRE_AW,Score,Label
1,147.0,144.0,2.9999999999999996,0.6821962764550512,1
1,146.0,140.0,3.5,0.4600899553848351,0
1,152.0,161.99999999999997,2.5,0.8554292399816397,1
1,154.0,160.0,2.9999999999999996,0.8631418118460145,1
0,152.0,150.0,3.0,0.615876793607046,1
1,155.0,154.0,4.5,0.8264829378789433,1
0,136.0,146.0,2.0,0.22737825124372868,0
0,154.0,160.0,3.4999999999999996,0.6659115757640195,1
1,142.0,154.0,2.5,0.44358948269076126,0
0,137.0,150.0,3.4999999999999996,0.20327301313468776,0
0,153.0,147.0,3.4999999999999996,0.19766722145366056,0
0,161.0,164.0,4.0,0.8185467553670898,1
0,136.0,142.0,2.5000000000000004,0.20886442338979516,0
0,151.0,156.0,3.0,0.7230764227266991,1
0,158.0,160.0,5.5,0.8761882180760626,1
1,147.0,160.0,2.9999999999999996,0.5635851842795269,1
0,146.0,146.0,3.0,0.2594677662330477,0
1,157.0,151.0,4.0,0.5496288196367562,1
0,142.0,140.0,3.0,0.44188035602476256,0
1,161.0,158.0,3.5,0.7934536578484934,1
0,160.0,154.0,4.5,0.6539602636541838,1
0,156.0,152.0,4.5,0.2916199721586388,0
0,154.0,150.0,4.0,0.6286921764593802,1
0,156.0,150.0,3.4999999999999996,0.42672481712176785,0
0,148.0,142.0,3.0,0.40874242210305306,0
0,146.0,149.0,3.0,0.1963602999871802,0
1,154.0,148.0,4.0,0.6397125800873176,1
0,142.0,150.0,2.0,0.22890668015022603,0
0,152.0,155.0,5.000000000000001,0.8018416396705977,1
0,156.0,157.0,3.0,0.5138406470887915,1
0,144.0,150.0,3.0,0.2974579581059111,0
1,163.0,150.0,4.0,0.6838080286666033,1
1,163.0,170.0,4.5,0.77796132647228,1
0,157.0,166.0,5.000000000000001,0.7791922237359803,1
0,140.0,146.0,3.0,0.36302078870342647,0
1,142.0,153.0,2.5,0.5144300223235048,1
1,130.0,142.0,2.9999999999999996,0.4728432797591839,0
1,142.0,154.0,3.5,0.6276125235217627,1
0,158.0,157.0,4.5,0.4573726202150419,0
0,140.0,146.0,2.5000000000000004,0.3753379672993472,0
0,140.0,148.0,3.4999999999999996,0.5976347315425578,1
0,158.0,144.0,5.000000000000001,0.6464975201215922,1
1,148.0,164.0,2.0,0.8103520046371495,1
1,161.99999999999997,160.0,4.5,0.6298609435538826,1
0,154.0,157.0,3.4999999999999996,0.3167059088747391,0
0,151.0,151.0,4.0,0.5625824091676072,1
1,138.0,148.0,2.9999999999999996,0.28218966226007175,0
0,161.99999999999997,150.0,4.5,0.7499089218553097,1
0,152.0,140.0,3.4999999999999996,0.47646345524610645,0
0,140.0,159.0,2.5000000000000004,0.2536671723862184,0
0,146.0,144.0,3.0,0.400458284870744,0
1,158.0,150.0,4.5,0.8750350485637355,1
1,150.0,156.0,3.5,0.8127680376514309,1
1,154.0,166.0,2.9999999999999996,0.8979355538313587,1
0,150.0,170.0,2.5000000000000004,0.7024102517085795,1
0,146.0,144.0,3.4999999999999996,0.35054255884184027,0
0,156.0,154.0,5.000000000000001,0.40685127286113476,0
0,142.0,147.0,3.0,0.2167208309503586,0
1,152.0,153.0,2.9999999999999996,0.616768811896552,1
0,142.0,130.0,3.4999999999999996,0.12281268705714152,0
1,156.0,168.0,4.0,0.8595945195653363,1
1,137.0,170.0,2.5,0.6096230681557915,1
1,134.0,148.0,2.5,0.5297478556816788,1
1,161.99999999999997,156.0,4.5,0.8987804578980987,1
1,160.0,170.0,4.0,0.6873810608666573,1
0,146.0,144.0,3.4999999999999996,0.14987879228132062,0
1,154.0,163.0,2.9999999999999996,0.4734453157283371,0
1,142.0,143.0,4.0,0.5872455479938831,1
0,142.0,154.0,2.5000000000000004,0.2793298912068138,0
0,169.0,160.0,4.0,0.8399224706995714,1
0,161.99999999999997,161.0,3.4999999999999996,0.7076937382115391,1
0,143.0,143.0,3.4999999999999996,0.1305304421079888,0
1,151.0,155.0,3.5,0.7111874733419405,1
0,148.0,144.0,3.4999999999999996,0.28162315256186454,0
1,170.0,166.0,5.0,0.9892910830420117,1
1,156.0,161.0,3.5,0.7885963941555358,1
0,164.0,156.0,3.4999999999999996,0.4963666605516013,0
0,147.0,150.0,5.000000000000001,0.41474874822767055,0
1,159.0,155.0,4.5,0.8950280130019181,1
1,148.0,154.0,2.5,0.3204147258521511,0
